artist,album,track,track_id,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,mood,lyrics
Anthony Hamilton,Love Is The New Black,Superstar,0PKcHf6NgPitUVFwzKnz3c,0.403,0.493,6,-8.037,0.0339,0.456,1.13e-05,0.0736,0.14,113.952,395493,4,Calm,"{'title': 'September 2021 Album Release Calendar |', 'lyrics': ""9/1\nCreepy Nuts - Case - 11/11\n\u200bgizmo - The Gremlin - 16/16\nLee Eun Sang - Beautiful\u2005Sunshine\u2005- 4/4\nLil Tecca\u2005- We Love You Tecca 2\u2005(Deluxe) - 25/25\nRosie Lowe - Now, You Know - 9/9\n\n9/2\nA.C.E\u205f-\u205fChanger\u205f: Dear Eris\u205f- 10/10\nBIG30 -\u205fKing of Killbranch - 15/15\nNELL - Moments In Between - 10/10\n\n9/3\n88rising, NIKI, & DJ Snake - Shang-Chi and the Legend of the Ten Rings: The Album - 18/18\nÁsgeir - The Sky is Painted Gray Today - EP - 4/4\nAsher Roth - The Greenhouse Effect Vol. 3 - 15/15\nAshland Craft - Travelin' Kind - 11/11\nBaby Queen - The Yearbook - 10/10\nBrett Young - Weekends Look a Little Acoustic These Days - 7/7\nCarnifex - Graveside Confessions  - 15/15\nChris Renzema - Get Out of the Way of Your Own Heart - 12/12\nDrake - Certified Lover Boy - 21/21\nDUCKWRTH - SG8* - EP - 8/8\nClaire Laffut - Bleu - 13/13\nEmmylou Harris & The Nash Ramblers - Ramble in Music City: The Lost Concert (Live) - 22/23\nHamzaa - Full Circle - 7/7\nImagine Dragons - Mercury (Act 1) - 13/13\nIron Maiden - Senjutsu - 10/10\nJehry Robinson - The Name is Not Important - 17/17\nJenevieve - Division - 12/12\nJMSN - Heals Me - 10/10\nK.A.A.N. - Sunset Crest Dr. - 10/10\nLady Gaga - Dawn of Chromatica - 14/14\nLANY - gg bb xx - 12/12\nLauren Alaina - Sitting Pretty on Top of the World - 15/15\nLittle Simz - Sometimes I Might Be Introvert - 19/19\nManic Street Preachers - The Ultra Vivid Lament - 13/13\nMaty Noyes - The Feeling's Mutual - 16/16\nMIKE DEAN - ECHOPLEX (LIVE 2021) - 21/21\nMötley Crüe - Dr. Feelgood (40th Anniversary Remastered) - 11/11\nNew Found Glory - Forever and Ever x Infinity...And Beyond!!! - 3/6\nPasto Flocco - Disturbing The Peace - 10/17\nPriya Ragu - damnshestamil - 7/10\nRudimental - Ground Control - 16/16\nS1MBA - Good Time Long Time - 13/13\nShy Glizzy & Glizzy Gang - Don’t Feed The Sharks - 4/18\nSoulja Boy - Swag 4 - 3/14\nSurfaces - Pacifico (Deluxe) - 20/20\nThe Night Flight Orchestra - Aeromantic II - 12/12\nTom Grennan - Evering Road (Special Edition) - 21/21\nTora - A Force Majeure - 11/11\n\n9/5\nThe Gentle Men - The Evolution of Tears - 10/10\n\n9/6\nBaek A Yeon - Observe - 6/6\nRico Nasty - Ricos Archives - 5/5\nSTAYC - STEREOTYPE - 4/4\nYoung K - ETERNAL - 7/7\n\n9/7\nMAJ - No One Cares Reloaded - 11/11\n\n9/8\nBrandon Davis - Brandon Davis - EP - 5/5\nMEGAMAX - Painted LOVE - 10/10\nPURPLE KISS - HIDE & SEEK - 6/6\n\n9/9\nHyunA & Dawn - 1+1=1 - 4/4\nLEE HI - 4 ONLY - 10/10\nLUMINOUS - YOUTH - 5/5\nMathilda Homer - If You Were on Fire - EP - 4/4\nRIMON - Digital Tears - EP - 6/6\nYng Spk - Sc-1 - 0/9\n\n9/10\nAborted - ManiaCult - 11/11\nAmyl and the Sniffers - Comfort to Me - 13/13\nAndrew W.K. - God is Partying - 11/11\nAnette Olzon - Strong - 11/11\nAnn Marie - HateLove - 13/13\nAnna Leone - I've Felt All These Things - 4/10\nAnnie - Neon Nights - EP - 5/5\nAZ - Doe or Die II - 13/13\nBaby Keem - The Melodic Blue - 16/16\nBéla Fleck - My Bluegrass Heart - 19/19\nCharity Gayle - Endless Praise - 12/12\nColony House - Rotten Tomatoes - 5/5\nCommon - A Beautiful Revolution, Pt. 2 - 11/11\nDiana Ross - Thank You - 4/13\nDeb Never - Where Have All the Flowers Gone? - EP - 8/8\nDelly - Fly Since Birth - 2/10\nDon Diablo - FOREVER - 21/21\nDonny Osmond - Start Again - 1/12\nella jane - THIS IS NOT WHAT IT LOOKS LIKE! - 7/7\nEric Bellinger - New Light - 15/15\nFace to Face - No Way Out But Through - 12/12\nFlight - Kimani - EP - 6/6\nFoy Vance - Signs of Life - 13/13\nHawthorne Heights - The Rain Just Follows Me - 11/11\nHeartless Bastards - A Beautiful Life - 11/11\nHillside Worship - Rise - 0/14\nHot Milk - I JUST WANNA KNOW WHAT HAPPENS WHEN I’M DEAD - EP - 5/5\nJ Balvin - JOSE - 24/24\nJazz Cartier - The Fleur Print - 10/10\nJeremy Camp - When You Speak  - 13/13\nJonny Craig - The Places We'll Never Be - 11/11\nKacey Musgraves - star-crossed - 15/15\nKero Kero Bonito - Civilisation - 7/7\nKevin George - Everybody's in My Ear - 7/7\nKIL - THE ROARING TWENTIES - 10/10\nLISA - LALISA - 4/4\nLow - HEY WHAT - 10/10\nMaría Isabel - i hope you're very unhappy without me - 8/8\nMasked Wolf - Astronomical - 10/17\nMatthew E. White - K Bay - 10/11\nMetallica - The Metallica Blacklist - 53/53\nMitchell Tenpenny - Midtown Diaries - 8/8\nmxmtoon - true colors (from Life is Strange) - EP - 4/4\nNessa Barrett - \u200bpretty poison  - 7/7\nPaul Wall - Hall of Fame Hustler - 1/11\nPentatonix - The Lucky Ones (Deluxe) - 18/18\nRalo - Political Prisoner - 2/12\nRigi - RIGI ON THE WAY 2 - 0/8\nSaint Etienne - I've Been Trying to Tell You - 8/9\nSamantha Fish - Faster - 12/12\nSam Grow - This Town - 7/12\nSeven Spires - Gods of Debauchery - 16/16\nSleigh Bells - Texis - 11/11\nSpencer. - Are U Down? - 10/11\nSteps - What the Future Holds, Pt. 2 - 12/12\nThe Band CAMINO - The Band CAMINO - 14/14\nThe Expendables & Ballyhoo! - The ExpendaHoo! - 0/8\nThe Vaccines - Back in Love City - 13/13\nTommy Genesis - goldilocks x - 12/12\nTwiztid - Unlikely Prescription - 15/15\nWe Were Promised Jetpacks - Enjoy the View - 10/10\nwonder - ✧･ﾟ i feel like that bitch again - 8/11\nYeat - Up 2 Më - 22/22\nYebba - Dawn - 12/12\nYung Tory - Free Dope 3 - 3/15\n\n9/13\nATEEZ - ZERO : FEVER Part.3 - 6/6\nLando Bando & The Hip Hop Lab - No Days Off - 1/11\n\n9/14\nWONHO - Blue Letter - 7/7\n\n9/15\nInjury Reserve - By the Time I Get to Phoenix - 15/15\nLOONA -  HULA HOOP/StarSeed 〜カクセイ〜 - 4/4\nMAMAMOO - I SAY MAMAMOO : THE BEST - 23/23\nSUMIN & slom - MINISERIES - 10/10\nTems - If Orange Was a Place - EP - 5/5\n\n9/17\nAlien Weaponry - Tangaroa - 12/12\nAndrew Star - Bad Habits (Deluxe Edition) - 18/18\nBilly Idol - The Roadside - EP - 4/4\nBlack Birdie - DEAR DIARY (Deluxe) - 21/30\nCaleb Lee Hutchinson - Slot Machine Syndrome - EP - 3/5\nCandlebox - Wolves - 11/11\nCarcass - Torn Arteries - 1/10\nCarly Pearce - 29: Written in Stone - 15/15\nCharley Crockett - Music City USA - 16/16\nCharlotte Wessels - Tales from Six Feet Under - 10/10\nChris Holsten - Bak en fasade (Del 1) - 5/5\nConcrete Castles - Wish I Missed U - 11/11\nCurren$y & Kino Beats - Matching Rolexes - 8/11\nCynthia Erivo - Ch. 1 Vs. 1 - 12/12\nDaughtry - Dearly Beloved - 13/13\nDON BROCO - Amazing Things - 4/12\nEdge of Paradise - The Unknown - 11/11\nEidola - The Architect - 12/12\nEnrique Iglesias - FINAL (Vol.1) - 11/11\nHannah Grace - Body & Soul - EP - 5/5\nHanne Mjøen - Emotional Fever - EP - 5/5\nHerb Alpert - Catch The Wind - 1/14\nIggy Azalea - The End of an Era (Deluxe) - 17/17\nJames TW - Heartbeat Changes (Part 1) - EP - 5/5\nJames Vincent McMorrow - Grapefruit Season - 14/14\nJONES - Blue Sunshine - EP - 5/5\nJordan Rakei - What We Call Life - 10/10\nJosé González - Local Valley - 13/13\nKara Marni - State of Mine - 7/7\nkaspara - Ferske bringebær - 6/6\nKyle Dion - SASSY - 16/16\nLaine Hardy - Here's to Anyone - 6/11\nLance Skiiiwalker - Tales From the Telescope Chapter 1: Rebirth - EP - 2/5\nLil Nas X - MONTERO - 15/15\nLILHUDDY - Teenage Heartbreak - 11/11\nLindsey Buckingham - Lindsey Buckingham - 10/10\nM1llionz - Provisional Licence - 12/12\nMarc E. Bassy - Bowie - 6/6\nMelissa Etheridge - One Way Out - 9/9\nMoor Mother - Black Encyclopedia of the Air - 13/13\nMozzy - Untreated Trauma - 10/10\nNCT 127 - STICKER - 11/11\nNoah Kahan - I Was / I Am - 10/10\nOlivia Lane - Heart Change - 11/11\nosquinn - drive-by lullabies - 14/14\nReal Friends - Torn in Two - 10/10\nRittz - S.O.S. - 8/8\nScotty McCreery - Same Truck - 12/12\nSevyn Streeter - Drunken Wordz Sober Thoughtz - 15/15\nSpiritbox - Eternal Blue - 12/12\nThe Brazy Bunch, A-Wax & King Iso - Written In Blood - 17/17\nThe Plot In You - Swan Song - 10/10\nThe Raven Age - Exile - 11/11\nThrice - Horizons/East - 10/10\nTion Wayne - Green With Envy - 17/17\nUnusual Demont - Hues - 8/8\nVanJess - Homegrown (Deluxe) - 14/14\nVEDO - 1320 - 14/14\nZaeHD & CEO - HighDefGang, Vol. 3 - 3/11\nZillaKami - DOG BOY - 15/15\n\n9/18\nBUSHPIG SCATBUTCHER - VOMIT WAR CHRONICLES - 8/8\nPAXXWORD - Traphouse of Horror - 5/5\n\n9/20\nNuk & Rio Da Yung OG - Ghetto Godz - 0/5\nYang Yoseob - Chocolate Box - 12/12\n\n9/22\nBaby Keem - The Melodic Blue (Deluxe) - 19/19\nLee Hong Ki - Drawing - 2/6\nmidwxst - BACK IN ACTION - 8/8\nNEFFEX - NO TURNING BACK - 11/11\nPollari - Far Far Away! - 3/9\n\n9/23\nL Devine - Near Life Experience Part Two - EP - 5/5\nMuddyMya - Muddyworld - 5/9\nSEBii - VVRED - 7/7\n\n9/24\n99 Neighbors - Wherever You're Going, I Hope It's Great - 14/14\nAlessia Cara - In the Meantime - 18/18\nAlina Baraz - Sunbeam - EP - 4/4\nAlyssa Scott - Ten Years - 0/15\nAndy Mineo - Never Land II - 5/14\nAngels & Airwaves - Lifeforms - 10/10\nAnthony Hamilton - Love is the New Black - 5/14\nBadflower - This is How the World Ends - 13/13\nBen Böhmer - Begin Again - 11/11\nBilly Strings - Renewal - 16/16\nBoys Noize - +/- (Polarity) - 14/15\nCall Me Karizma - Bleached Serpent - EP - 5/5\nCarrie Underwood - My Gift (Special Edition) - 14/14\nCo Cash - HIM, Not Them - 2/12\nCold War Kids - New Age Norms 3 - 8/8\nD Smoke - War & Wonders - 16/16\nDiana Original Broadway Cast - Diana: The Musical (Original Broadway Cast Recording) - 4/24\nEves Karydas - Reruns - EP - 6/6\nG-Eazy - These Things Happen Too - 19/19\nITZY - CRAZY IN LOVE - 16/16\nJonathan Traylor - I'm Here for You - EP - 6/6\nKari Faux - Lowkey Superstar (Deluxe) - 9/12\nKILLY - KILLSTREAK 2 (Deluxe) - 26/26\nLakeyah & DJ Drama - My Time (Gangsta Grillz: Special Edition) - 11/11\nLarry June & Cardo - Into the Late Night - 4/7\nMaja Francis - A Pink Soft Mess - 9/9\nMatilda Mann - Sonder - EP - 6/6\nMickey Guyton - Remember Her Name - 16/16\nNAO - And Then Life Was Beautiful - 13/13\nNatalie Imbruglia - Firebird - 14/14\nNatti Natasha - Nattividad - 16/16\nOrbit Culture - Shaman - EP - 5/5\nPayday - Rap In a Can - 7/7\nPoppy - Flux - 9/9\nRaeLynn - Baytown - 14/14\nRivers of Nihil - The Work - 11/11\nRuby Fields - Been Doin' It For a Bit - 11/11\nRun the Jewels - RTJ4 (Deluxe) - 26/26\nShaoLinn - Blackstone - EP - 1/6\nSigns of the Swarm - Absolvere - 10/10\nSleep Token - This Place Will Become Your Tomb - 12/12\nSOJA - Beauty in the Silence - 2/13\nSufjan Stevens & Angelo de Augustine - A Beginner's Mind - 14/14\nShark - A4L - 19/19\nTaylor McCall - Black Powder Soul - 1/14\nThe Connells - Steadman's Wake - 7/11\nThe Score - Chrysalis - EP - 5/5\nTheo Croker - BLK2LIFE // A FUTURE PAST - 3/13\nThird Eye Blind - Our Bande Apart - 9/9\nTom Speight - Everything's Waiting for You - 12/12\nTremonti - Marching in Time - 12/12\nVarious Artists - Dear Evan Hansen (Original Motion Picture Soundtrack) - 16/16\nWe Butter the Bread with Butter - Das Album - 13/13\nWestside Gunn - Hitler Wears Hermes 8: Side B - 20/20\nWrabel - these words are all for you - 11/11\nX Ambassadors - The Beautiful Liar - 16/16\nYoungBoy Never Broke Again - Sincerely, Kentrell - 21/21\n\n9/25\n7AE - White Flags - 14/14\nDO HAN SE - BLAZE - 6/6\nG-Eazy - These Things Happen Too (Deluxe) - 29/29\n\n9/27\nAB6IX - MO' COMPLETE - 10/10\nSummer Dean - Bad Romantic - 1/11\n\n9/28\nciipher - BLIND - 5/5\nSummrs - Nothing more Nothing LESS - 13/13\nTHAMA - DON'T DIE COLORS - 12/12\nVarious Artists - 피치 오브 타임 OST (Peach of Time Original Television Soundtrack) - 9/9\nYoungBoy Never Broke Again - Sincerely, Kentrell ˃ (Better Than) - 23/23\n\n9/29\nBenji & Spillage Village - Smile, You're Alive! - 5/13\nGR7FF - my own worst enemy - 4/4\nIcewear Vezzo - Rich Off Pints 2 - 6/14\noceanfromtheblue - forward - 7/7\nPG RA - Rare Breed - 1/15\n\n9/30\nAnn Marie - Hate Love (Deluxe) - 17/17\nCookin Soul - Good Job - 2/10\nOliver Tree & Little Big - Welcome to the Internet - EP - 1/4\nSnow Man - Snow Mania S1 - 1/15\n星街すいせい  - Still Still Stellar - 8/12""}"
Yebba,Distance,Distance,08W9Md8HXeJrx3omSQE2NF,0.601,0.511,0,-7.297,0.038,0.68,0.252,0.0732,0.469,139.955,255800,4,Calm,"{'title': 'YEBBA – Distance Lyrics', 'lyrics': ""[Intro]\nTwo, one\n\n[Chorus]\nTake me back to the distance (Distance, distance, distance)\nLate night cooking in the kitchen\nYeah-ayy-ayy,\u2005yeah-ayy-ayy\nDirty\u2005dancing in my\u2005room\nRoom, room\nSending my love all over\u2005you\n\n[Refrain]\nBecause of the time we shared\nTime we lost in love with one another\nDays we had, pay the cost of losin'\nHearts desire, so soon\nI'll be sending my love all over you\n\n[Verse]\nI still get so lost in the feeling (Feeling)\nAnd I can't imagine losin' you (You)\nOoh, ooh\nOh woah, if your heart could find a new reason\nFor someone special to hold on to\nI wonder if I would do, ayy-yeah\n\n[Refrain]\nBecause of the time we shared\nTime we lost in love with one another\nDays we had, pay the cost of losin'\nHearts desire, so soon (So soon, so very soon)\nI'll be sending my love all over you\n\n[Chorus]\nTake me back to the distance (Distance, distance, distance)\nOh yeah, babe\nLate night cooking in the kitchen\nDirty dancing in my room\nI, I love the things you do, ooh and I'm\nSending all of my love to you, ooh-ooh\n\n[Outro]\nI'll be sending all my love (I'll be sending, I'll be sending, I'll be sending)\nYou're the only one that I've been dreamin' of, it's true (Sending, sending)\nI'll be sending all my love\n(Sending my love all over you\nOver you, over\nSending my love all over you\nOver you, over\nSending my love all over you\nOver you, over\nSending my love all over you\nOver you, over) I'll be sending all my love\nSending my love all over you\nOver you, over\nSending my love all over you\nOver you, over\nSending my love all over you\nOver you, over\nSending my love all over you""}"
Emily King,See Me,See Me,0vtDLpnv8weWM33Wn29rXo,0.501,0.199,6,-13.768,0.0343,0.905,0.000431,0.108,0.371,167.851,210373,4,Calm,"{'title': 'Emily King – See Me Lyrics', 'lyrics': ""[Intro]\nOoh, mmm\n\n[Verse 1]\nWalking, talking to myself\nWhat's the use of talking if no one is listening?\nPraying, praying to myself\nWhat's the use of asking if no one is answering?\n\n[Chorus]\nCan you hear me, now?\nCan you see me, now?\nIf I cry out, love, will you believe me, now?\n\n[Verse 2]\nCrying, crying to myself\nWhat's the use of trying if everyone thinks we're wrong?\nWell, I'll keep singing it, singing to myself\nHoping that somebody, they're gonna sing along\nHelp me sing this song\n\n[Chorus]\nCan you hear me, now?\nCan you see me, now?\nIf I cry out, love, will you believe me, now?\nCan you hear me, now?\nCan you see me, now?\nIf I cry out, love, will you believe me, now?""}"
PJ Morton,The Piano Album,How Deep Is Your Love - Acoustic Version,1iovqTYo2kvTWRGhRQPDPV,0.298,0.188,6,-13.395,0.0421,0.935,0.0,0.696,0.34,185.805,244621,4,Calm,"{'title': 'PJ Morton – How Deep Is Your Love Lyrics', 'lyrics': ""[Verse 1]\nI know your eyes in the morning sun\nI feel you touch me in the pouring rain\nAnd the moment that you wander far from me\nI wanna feel you in my arms again\nAnd you come to me on a summer breeze\nKeep me warm in your love, then you softly leave\n\n[Pre-Chorus]\nAnd it's me you need to show\nHow deep is your love?\n\n[Chorus]\nHow deep is your love?\nHow deep is your love?\nI really need to learn\n'Cause we're livin' in a world of fools\nBreaking us down, when they all should let us be\nWe belong to you and me\n\n[Verse 2]\nI believe in you, you know the door to my very soul\nYou're the light I'm my deepest darkest hour\nYou're my savior when I fall\nAnd you may not think that I care for you\nWhen you know down inside that I really do\n\n[Pre-Chorus]\nAnd it's me you need to show\nHow deep is your love?\n\n[Chorus]\nHow deep is your love?\nHow deep is your love?\nI really need to learn\n'Cause we're livin' in a world of fools\nBreaking us down, when they all should let us be\nWe belong to you and me\n\nHow deep is your love?\nHow deep is your love?\nI really need to learn\n'Cause we're livin' in a world of fools\nBreaking us down, when they all should let us be\nWe belong to you and me""}"
Tweet,Neva Gonna Break My Heart Again,Neva Gonna Break My Heart Again,7c9d8GYjOixUL7I3o2BJn0,0.236,0.715,8,-7.85,0.212,0.055,0.0145,0.372,0.209,189.688,318521,4,Calm,"{'title': 'Tweet – Neva Gonna Break My Heart Again Lyrics', 'lyrics': ""[Intro]\nNever gonna break my heart again\nNever gonna break my heart again\n\n[Verse 1]\nGive me the reason\nThat you pretended to love me\nYou took my heart and my soul through it all\nYet I stay committed (I stay committed)\nAnd though I cry, yes, I cry\nIt all went unnoticed (Unnoticed, yeah)\nI loved you with every inch of my life\nYet you aren't devoted to me, yeah, yeah, yeah\n\n[Chorus]\nNever gonna break my heart again\nNo way, no way, no way, uh-uh\nNo way, ah\nNеver gonna break my heart again\nNo way, no way, no way, uh-uh\nNo way, ah\nNеver gonna break my heart again\nNo way, no way, no way, uh-uh\nNo way, ah\nNever gonna break my heart again\n\n[Verse 2]\nStarted to miss ya (Miss ya, miss ya)\nBut then I remembered\nHow it felt for the woman inside (To love ya)\nI have to defend her (I had to defend her, yeah)\nHer smile you destroyed\nBut yet I convinced her (Convinced her, yeah)\nThat what's empty and broken in time (In due time)\nShould be delivered from [?]\n\n[Chorus]\nNever gonna break my heart again\nNo way, no way, no way, uh-uh\nNo way, ah\nNever gonna break my heart again\nNo way, no way, no way, uh-uh\nNo way, ah\nNever gonna break my heart again\nNo way, no way, no way, uh-uh\nNo way, ah\nNever gonna break my heart again\n\n[Outro]\nNo way, uh-uh\nStarted to miss ya\nBut then I remembered""}"
Gregory Porter,All Rise (Deluxe),Everything You Touch Is Gold,38eB2BbrR7PLK7zyQYgBDx,0.637,0.446,4,-7.767,0.0649,0.336,1.82e-05,0.183,0.423,75.007,363240,4,Calm,"{'title': 'Gregory Porter – Everything You Touch Is Gold Lyrics', 'lyrics': '[Chorus]\nEverything you touch is gold\nThat is why my soul is shinin\'\nFeel just like I\'m just\u2005ten\u2005years old\nEverything is\u2005new and surprisin\'\n\n[Post-Chorus]\nYou don\'t have to\u2005dig too deep\nTo find out your effect on me\n\'Cause everybody that I know can see\nAnd they\'re asking me\nWhat is goin\' on in your life? (Oh-oh)\n\n[Verse]\nEverything you touch is gold\nThat is why my soul is shinin\'\nOur story is not yet told\nBut ol\' girl, I think that you can stop minin\'\nI don\'t have to dig to see\nMy treasure\'s standin\' right in front of me\nEveryone that I know is askin\' me\nWhat is goin\' on in your life? (Oh)\n\n[Pre-Chorus]\nAnd it feels like heaven\nTouchin\' your hand\nBut it\'s just like heaven\nCallin\' your name\nBut it\'s just like heaven\nSittin\' near you\nBut it\'s just like heaven\nSomebody\'s gonna have to bring me back to ground\n[Chorus]\nEverything you touch is gold\nThat is why my soul is shinin\'\nFeel just like I\'m ten years old\nEverything is new and excitin\'\n\n[Post-Chorus]\nYou don\'t have to dig too deep\nTo find out your effect on me\n\'Cause everyone that I know in my life\nIs asking me, ""Is she gonna be your wife?"" (Oh)\n\n[Bridge]\nEverything you touch is gold\nEverything you touch is gold\nEverything you touch is gold\nEverything you touch is gold\n\n[Chorus]\nEverything you touch is gold\nNeedin\' you here\nTouchin\' your hand\nSeein\' you in the mornin\'\n\n[Outro]\nI could write another song\nI could write another song\nThere are a thousand things I could say\nIf I went there\nI could write a thousand songs about you\nIf I went there\nI could write a thousand songs about you\nAnd I will, gimme the time\nYes, I will\nGimme some time, yeah\nAnd I will, gimme some time\nAnd I will\nKeep it right there\nKeep it right there\nDon\'t you go nowhere\nKeep it right there'}"
Samm Henshaw,Grow,Grow,3jPd7hIM0feCje8ZbVu6en,0.672,0.672,9,-7.693,0.0847,0.103,0.000489,0.0823,0.807,85.012,180523,4,Calm,"{'title': 'Samm Henshaw – Grow Lyrics', 'lyrics': ""[Intro]\nSo in love\nMore in love\n\n[Verse 1]\nI just need you near me\nWith you its easier to get by\nLike blue skies on a Sunday morning\nI know that Heaven's on our side\n\n[Pre-Chorus]\nIf it hurts, baby\nLet it hurt, baby\nIt won't work, no\nUnless we try\n\n[Chorus]\nTogether we'll grow, yeah (So in love)\nTogether we'll grow, yeah (More in love)\nOh, no-no, no, no, grow, baby (So in love)\nOh, it won't be easy, but if we stay together we'll be (More in love)\n\n[Post-Chorus]\nListen, I learned from hard expе—, from hard experien—\nListеn, I learned from hard experiences\n\n[Verse 2]\nIt's a lot to take, we've seen better days\nOnce we had it all, now we're so mundane\nWe should stay the course, it's a step to change\nWe can't complicate it more than this\n\n[Pre-Chorus]\nIf it hurts, baby\nOh, we let it hurt, baby\n'Cause it'll never work, no\nUnless we try, oh\n\n[Chorus]\nTogether we'll grow, oh, ooh-woah, oh, oh yeah (So in love)\nNeed grow a little more with you, uh (More in love), more\nMore in love, yeah (So in love)\nBaby, I just need you (More in love)\n\n[Post-Chorus]\nNow listen, I learned from hard experiences\nThat a lady is always right\nBut every now and then\nThere's that one sweet point where she ain't\nAnd this what I say, [?] that wasn't\n\n[Bridge]\nIf I had it my way, it'd be Friday\nWe'd be chillin' on a driveway bumping Sade\nAct like it's your birthday\nPoppin' Champagne\nI'll treat you in the right way\nIf I had it my way\nMaybe we will grow, ooh, ah-ah, ah-ah, ah\n\n[Outro]\n(So in love)\nSo in love, so in love\n(More in love)\nSo in love, baby (So in love)\nSo in love, oh yeah\nI'll be putting my love on you all the time, babe(More in love)\nNo need to worry, I got you on my mind, baby""}"
Lucky Daye,Table For Two,How Much Can A Heart Take (feat. Yebba),5SFssNXGjeOxdAnECfgttm,0.661,0.693,6,-6.553,0.196,0.324,0.0336,0.0959,0.613,82.058,302240,4,Calm,"{'title': 'Lucky Daye – How Much Can a Heart Take Lyrics', 'lyrics': '[Verse 1: YEBBA]\nYou\'ve been channelin\' energy\nSendin\' it to me, right on the line (The line, the line, the line)\nOoh yeah, you know you\'re fine\nAnd somehow you find the time to wine and dine your bitches better than me (Woo-ooh, woo-ooh, oh, ooh-woah, oh, oh)\n\n[Pre-Chorus: YEBBA]\nOoh, this shit is trash\nBut I\'ma give it right on back \'cause that\'s what I\'ve been gettin\' from you, ooh, ooh\nYeah, lately\nYou\'ve been out on the block actin\' crazy, doin\' your thing\nAnd then you turn around and blame it on the moon\nJust \'cause you\'re feelin\' blue, ooh, ooh, ooh\n\n[Chorus: YEBBA]\nOoh, ooh, ooh, ooh\nHow much can a heart take\nWhеn feelings change like phases of thе moon?\nOoh, ooh, ooh, ooh\nYou found me in a hard space, hey, hey, ayy, ayy\n\n[Verse 2: Lucky Daye]\nYou say you\'re done here\nNo pain, no pleasure\nGirl, I took it all\nOoh-ooh, ooh, you take my money\nAnd I don\'t get a thing back\nOoh-ooh, ooh, no patience\nI\'m runnin\' out, honey (Oh yeah)\n\n[Pre-Chorus: Lucky Daye]\nOoh, this shit is trash\nI\'ma give it right on back \'cause that\'s what I\'ve been gettin\' from you, ooh, ooh\nYeah, lately (Oh, yeah, oh, yeah)\nYou\'ve been out of your mind tradin\' lines, lovin\' me blind (Ooh)\nTalking \'bout we should take time\nHow you go and call it good news? (Oh, oh, oh)\n\'Cause you\'re feelin\' blue, ooh, ooh, ooh (Yeah, yeah, yeah, yeah)\n\n[Chorus: Lucky Daye]\nOoh-ooh, ooh-ooh (Oh, oh), ooh\nHow much can a heart take (Oh, oh, oh, oh)\nWhen feelings change like phases of the moon? (Oh, oh, oh, oh)\nOoh-ooh, ooh-ooh\nYou found me in a hard space, hey (Oh, oh, oh, oh)\n\n[Verse 3: Lucky Daye]\nI\'m channelin\' new energy\nI don\'t wanna hurt you, believe\nI don\'t wanna learn from the heat (I don\'t wanna learn from the heat)\nStay with me naturally (Ooh, ooh, ooh)\nWho, who, who are we anyway? (Who? Ooh, ooh)\nWe can\'t ignore it babe\nWho, who, who do you better ways?\nAre we just over it? Hey\n\n[Chorus: YEBBA & Lucky Daye, Lucky Daye]\nOoh-ooh, ooh-ooh, ooh\nHow much can a heart take (Oh, oh, oh, oh)\nWhen feelings change like phases of the moon? (Oh, oh, oh, oh)\nOoh-ooh, ooh-ooh\nYou found me in a hard space, hey (Oh, oh, oh, oh)\n\n[Post-Chorus: Lucky Daye & YEBBA]\nNo-no, no-no, no (Yeah, yeah, yeah, yeah)\nNo-no, no-no, no (Yeah, yeah, yeah, yeah)\nNo-no, no-no, no (Yeah, yeah, yeah, yeah)\nNo-no, no-no, no (Yeah, yeah, yeah, yeah)\nNo-no, no-no, no (Yeah, yeah, yeah, yeah)\n\n[Outro: Lucky Daye]\nOkay, okay, okay, so\nEver since, I let you in my space\nIt\'s been nothin\' but your face\nBookmarkin\' memories and enemies\nAnd fake chemistry\nAnd I tell my homies, ""I can\'t take her no more, I\'ma quit her""\nAnd they say, ""Oh, look at the little baby, he a Twitter\nAll tender, go figure, aw, shit""\nSo that\'s how they see me now\n\'Cause every weight that she put on me\nIs like Instagram, I mean like a instant gram\nOf stress and worry\nHuh, that\'s all she wanna do now\nClappin\' and snappin\'\nChattin\' and yappin\'\nYou want me to get lost in your world?\nHmm, I guess we both gonna be waitin\' then\nTic-toc, tic-toc, tic-toc\nWell, it was fun while it lasted\nThem lies stretch longer than Vines\nHahahahahaha'}"
