track_id,track,duration_ms,album,artist,played_at,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,lyrics,single_text
0sElHCOGB2n8Nlo6GOtWnq,It's My Party,142333,20th Century Masters: The Millennium Collection: Best Of Lesley Gore,Lesley Gore,2021-11-07T14:17:37.327Z,0.683,0.71,9,0.6195351694481417,0.114,0.403,0.0,0.086,0.931,128.181,"

[Chorus]
It's my party, and I'll cry if I want to
Cry if I want to, cry if I want to
You would cry too if it happened to you

[Verse 1]
Nobody knows where my Johnny has gone (Johnny has gone)
But Judy left the same time
Why was he holding her hand
When he's supposed to be mine?

[Chorus]
It's my party, and I'll cry if I want to
Cry if I want to, cry if I want to
You would cry too if it happened to you

[Verse 2]
Play all my records, keep dancing all night (Dancing all night)
But leave me alone for a while
'Til Johnny's dancing with me
I've got no reason to smile

[Chorus]
It's my party, and I'll cry if I want to
Cry if I want to, cry if I want to
You would cry too if it happened to you

[Verse 3]
Judy and Johnny just walked through the door (Walked through the door)
Like a queen with her king
Oh, what a birthday surprise
Judy's wearin' his ring

[Chorus]
It's my party, and I'll cry if I want to
Cry if I want to, cry if I want to
You would cry too if it happened to you

[Outro]
Oh-oh, it's my party, and I'll cry if I want to
Cry if I want to, cry if I want to
You would cry too if it happened to you
It's my party, and I'll cry if I want to

",party ill cry want cry want cry want would cry happened 1 nobody knows johnny gone johnny gone judy left time holding hand hes supposed mine party ill cry want cry want cry want would cry happened 2 play records keep dancing night dancing night leave alone til johnnys dancing ive reason smile party ill cry want cry want cry want would cry happened 3 judy johnny walked door walked door like queen king birthday surprise judys wearin ring party ill cry want cry want cry want would cry happened ohoh party ill cry want cry want cry want would cry happened party ill cry want
1sTsuZTdANkiFd7T34H3nb,Human,245373,Day & Age (Bonus Tracks),The Killers,2021-11-07T14:15:07.625Z,0.557,0.8,10,0.5138732466468721,0.0601,0.00132,0.0012,0.0906,0.582,135.47,"

[Verse 1]
I did my best to notice
When the call came down the line
Up to the platform of surrender
I was brought, but I was kind
And sometimes I get nervous
When I see an open door
Close your eyes, clear your heart

[Pre-Chorus 1]
Cut the cord

[Chorus]
Are we human
Or are we dancer?
My sign is vital
My hands are cold
And I'm on my knees
Looking for the answer
Are we human
Or are we dancer?

[Verse 2]
Pay my respects to grace and virtue
Send my condolences to good
Give my regards to soul and romance
They always did the best they could
And so long to devotion
You taught me everything I know
Wave goodbye, wish me well

[Pre-Chorus 2]
You've got to let me go

[Chorus]
Are we human
Or are we dancer?
My sign is vital
My hands are cold
And I'm on my knees
Looking for the answer
Are we human
Or are we dancer?

[Bridge]
Will your system be alright
When you dream of home tonight?
There is no message we're receiving
Let me know, is your heart still beating?

[Chorus]
Are we human
Or are we dancer?
My sign is vital
My hands are cold
And I'm on my knees
Looking for the answer

[Pre-Chorus 3]
You've got to let me know

[Chorus]
Are we human
Or are we dancer?
My sign is vital
My hands are cold
And I'm on my knees
Looking for the answer
Are we human
Or are we dancer?

[Outro]
Are we human
Or are we dancer?
Are we human
Or are we dancer?

",best notice call came line platform surrender brought kind sometimes get nervous see open door close eyes clear heart prechorus 1 cut cord human dancer sign vital hands cold knees looking answer human dancer 2 pay respects grace virtue send condolences good give regards soul romance always best could long devotion taught everything know wave goodbye wish well prechorus 2 let go human dancer sign vital hands cold knees looking answer human dancer bridge system alright dream home tonight message receiving let know heart still beating human dancer sign vital hands cold knees looking answer prechorus 3 let know human dancer sign vital hands cold knees looking answer human dancer human dancer human dancer
5e6sklOXEsNqSrEPDR1T3Z,Karaoke,200000,Thundering Hopes,Hazlett,2021-11-07T14:14:40.042Z,0.544,0.467,6,0.29824920651172304,0.0414,0.572,0.00074,0.0819,0.264,96.187,"

[Verse 1]
Close to your curfew
So we'll go sing karaoke
Charming and a fool
The way you serenade the room
Her sister's got no ID
She won't let me be Springsteen
Boy, your friends are stars
So we'll go sing karaoke

[Chorus]
Tuck you under
My wing and try to take you home
Start to wonder
If we can make it on our own

[Verse 2]
Stand up on the bar
Is that the sound of a rooster?
Turned sour in the car
You're sick and I just hold your hair
Riding coattails for free
Never was part of the dream
Stand up on the bar
Show me the sound of a rooster

[Chorus]
Tuck you under
My wing and try to take you home
Start to wonder
If we can make it on our own

",close curfew well go sing karaoke charming fool way serenade room sisters id let springsteen boy friends stars well go sing karaoke tuck wing try take home start wonder make 2 stand bar sound rooster turned sour car sick hold hair riding coattails free never part dream stand bar show sound rooster tuck wing try take home start wonder make
5lRzWDEe7UuedU2QPsFg0K,The Funeral,322173,Everything All The Time,Band of Horses,2021-11-07T14:14:18.065Z,0.319,0.757,0,0.7555032251458995,0.0432,0.016,0.0,0.102,0.101,122.465,"I'm coming up only to hold you under
I'm coming up only to show you wrong
And to know you is hard, we wonder
To know you all wrong, we were

Ooh
Ooh

Really too late to call so we wait for
Morning to wake you is all we got
And to know me as hardly golden
Is to know me all wrong, they warn

At every occasion, I'll be ready for the funeral
At every occasion once more, it's called the funeral
At every occasion, oh, I'm ready for the funeral
At every occasion, oh, one billion day funeral

I'm coming up only to show you down for
And coming up only to show you're wrong
To the outside, the dead leaves lay on the lawn
For they don't have trees to hang upon
Ooh
Ooh

At every occasion, I'll be ready for the funeral
At every occasion once more, it's called the funeral
At every occasion, oh, I'm ready for the funeral
At every occasion, oh, one billion day funeral

I'm coming up only to show you down for
And coming up only to show you're wrong
To the outside, the dead leaves lay on the lawn
For they don't have trees to hang upon

Ooh
Ooh64EmbedShare URLCopyEmbedCopy",coming hold coming show wrong know hard wonder know wrong really late call wait morning wake know hardly golden know wrong warn every occasion ill ready funeral every occasion called funeral every occasion ready funeral every occasion one billion day funeral coming show coming show wrong outside dead leaves lay lawn trees hang upon every occasion ill ready funeral every occasion called funeral every occasion ready funeral every occasion one billion day funeral coming show coming show wrong outside dead leaves lay lawn trees hang upon ooh64embedshare urlcopyembedcopy
0DuWDLjriRPjDRoPgaCslY,Love In The Dark,285935,25,Adele,2021-11-07T14:14:04.162Z,0.495,0.323,9,0.6752329272038498,0.0275,0.536,0.0,0.109,0.14,109.731,"Take your eyes off of me so I can leave
I'm far too ashamed to do it with you watching me
This is never ending, we have been here before
But I can't stay this time 'cause I don't love you anymore

Please stay where you are, don't come any closer
Don't try to change my mind, I'm being cruel to be kind

I can't love you in the dark
It feels like we're oceans apart
There is so much space between us
Baby, we're already defeated
Ah-yeah-yeah-yeah-yeah-yeah-yeah-yeah everything changed me

You have given me something that I can't live without
You mustn't underestimate that when you are in doubt
But I don't want to carry on like everything is fine
The longer we ignore it all the more that we will fight

Please don't fall apart, I can't face your breaking heart
I'm trying to be brave, stop asking me to stay

I can't love you in the dark
It feels like we're oceans apart
There is so much space between us
Baby, we're already defeated
Ah-yeah-yeah-yeah-yeah-yeah-yeah-yeah everything changed me

We're not the only ones
I don't regret a thing
Every word I've said
You know I'll always mean
It is the world to me
That you are in my life
But I want to live and not just survive


That's why I can't love you in the dark
It feels like we're oceans apart
There is so much space between us
Baby, we're already defeated
'Cause ah-yeah-yeah-yeah-yeah-yeah everything changed me
And I-I-I-I-I don't think you can save me",take eyes leave far ashamed watching never ending cant stay time cause love anymore please stay come closer try change mind cruel kind cant love dark feels like oceans apart much space us baby already defeated ahyeahyeahyeahyeahyeahyeahyeah everything changed given something cant live without underestimate doubt want carry like everything fine longer ignore fight please fall apart cant face breaking heart trying brave stop asking stay cant love dark feels like oceans apart much space us baby already defeated ahyeahyeahyeahyeahyeahyeahyeah everything changed ones regret thing every word ive said know ill always mean world life want live survive thats cant love dark feels like oceans apart much space us baby already defeated cause ahyeahyeahyeahyeahyeah everything changed iiiii think save
3iJya7m7trpGv570Ske30n,I Hear a Symphony,185176,Flying,Cody Fry,2021-11-07T14:13:27.651Z,0.207,0.243,10,0.5441793795433604,0.0306,0.925,0.0342,0.118,0.394,171.648,"

[Verse 1]
I used to hear a simple song
That was until you came along
Now in its place is something new
I hear it when I look at you

[Verse 2]
With simple songs, I wanted more
Perfection is so quick to bore
You are my beautiful, by far
Our flaws are who we really are

[Verse 3]
I used to hear a simple song
That was until you came along
You took my broken melody
And now, I hear a symphony

[Outro]
And now, I hear
A symphony

",used hear simple song came along place something new hear look 2 simple songs wanted perfection quick bore beautiful far flaws really 3 used hear simple song came along took broken melody hear symphony hear symphony
4QzfJdvkSwafaiFc1kDZ5W,Silence,227398,Silence,Boston the Girl,2021-11-07T14:12:55.914Z,0.309,0.454,3,0.501279819801372,0.0282,0.715,1.61e-05,0.113,0.108,82.513,"Verse 1:
Silence is a good old friend
She’s been with me ever since I could care
She’s never let me down before
Silence
Pre-chorus:
When I talk, she listens
When I leave, it makes no difference
Chorus:
She’s being loud, wish she’d settle down
Oh, she’s the only one who ever sticks around
I hate the sound of her voice when she says
I'm the one who keeps turning her down
Her down, her down, her down
Verse 2:
She holds me
Tells me, “You're on your own”
I believe her
She's never been wrong before
Pre-chorus:
When I talk, she listens
When I leave, it makes no difference
Chorus:
She’s being loud, wish she’d settle down
Oh, she’s the only one who ever sticks around
I hate the sound of her voice when she says
I'm the one who keeps turning her down
Her down, her down, her down
Bridge:
I would love to get a few words in
She’s so quiet, I’ll just go back again
She said nothing, I knew that meant
She’s going to leave
Chorus:
She’s being loud, wish she’d settle down
Oh, she’s the only one who ever sticks around
I hate the sound of her voice when she says
I'm the one who keeps turning her down
Her down, her down, her down",1 silence good old friend she’s ever since could care she’s never let silence prechorus talk listens leave makes difference she’s loud wish she’d settle she’s one ever sticks around hate sound voice says one keeps turning 2 holds tells “youre own” believe never wrong prechorus talk listens leave makes difference she’s loud wish she’d settle she’s one ever sticks around hate sound voice says one keeps turning bridge would love get words she’s quiet i’ll go back said nothing knew meant she’s going leave she’s loud wish she’d settle she’s one ever sticks around hate sound voice says one keeps turning
7sZG4nOCgGfXE00SCuyngO,The Way We Say Goodbye,243532,What's It Like Over There?,Circa Waves,2021-11-07T14:12:43.990Z,0.474,0.536,0,0.5224736357120917,0.0286,0.00223,0.0146,0.0509,0.0789,125.959,"

[Verse 1]
Take this plane, delay it
I was only waiting
For you, you know
For you, you know

I stayed in here for ages
And felt the sunlight fading
On you, you know
On you, you know

[Chorus]
But it's the way we say goodbye
It kills me now
It's the way we say goodbye
It kills me now
And I won't look back in time
'Cause, darling, it's just the way we say goodbye

[Verse 2]
So take this plane, delay it
I heard the music fading
With you, you know
With you
We'll stay outside the cages
And read all the last pages
With you, you know
With you

[Pre-Chorus]
And I miss you
God, I miss you
Love, I miss you
You know I do

[Chorus]
But it's the way we say goodbye
It kills me now
It's the way we say goodbye
It kills me now
And I won't look back in time
'Cause, darling, it's just the way we say goodbye

[Bridge]
Ohh, ohh-oh, ohh, ohh-oh
Ohh, ohh-oh, ohh, ohh-oh
Ohh, ohh-oh, ohh, ohh-oh
Ohh, ohh-oh, ohh, ohh-oh

[Pre-Chorus]
And I miss you
God, I miss you
Love, I miss you
You know I do

[Chorus]
And I won't look back in time
'Cause, darling, it's just the way we say goodbye
Just the way we say goodbye
Just the way we say goodbye

",take plane delay waiting know know stayed ages felt sunlight fading know know way say goodbye kills way say goodbye kills look back time cause darling way say goodbye 2 take plane delay heard music fading know well stay outside cages read last pages know prechorus miss god miss love miss know way say goodbye kills way say goodbye kills look back time cause darling way say goodbye bridge ohh ohhoh ohh ohhoh ohh ohhoh ohh ohhoh ohh ohhoh ohh ohhoh ohh ohhoh ohh ohhoh prechorus miss god miss love miss know look back time cause darling way say goodbye way say goodbye way say goodbye
6Q7uATH8eg8m71UOzyk1F5,Like I Did,217338,Like I Did,JC Stewart,2021-11-07T14:12:15.980Z,0.626,0.528,4,0.8654653424797789,0.0359,0.35,5.48e-06,0.0995,0.274,119.52,"

[Verse 1]
Lying in this empty bed
I wonder where you lay your head, I
So come on, come on, love
Oh come on, come on, love
I know you said we needed space
But now you're pretty far away, and
So come on, come on, love
Oh come on, come on, love

[Chorus]
So don’t say he could ever love you like I, love you like I did
And don't say he could ever treat you better, better than I did
He doesn't know your aching heart
Know your battle scars like I do
Don’t say he could ever love you like I, love you like I did

[Verse 2]
You say I should've seen the signs
But how am I meant to read your mind?
So come on, come on, love
Oh come on, come on, love

[Chorus]
So don't say he could ever love you like I, love you like I did
And don't say he could ever treat you better, better than I did
He doesn't know your aching heart
Know your battle scars like I do
Don't say he could ever love you like I, love you like I did

[Post-Chorus]
Oh oh oh
Love you like I, love you like I did
Oh oh oh

[Bridge]
But if I'm honest with myself
It ain't so easy now to admit
And maybe all of me, oh every part of me
Just wasn’t what you needed

[Alternate Chorus]
So I know he will always love you like I, love you like I did
And I know maybe he could treat you better, better than I did
Oh he knows your aching heart
Knows your battle scars like I do
But I know he will always love you like I, love you like I did

[Outro]
Ooh, love you like I, love you like I did

",lying empty bed wonder lay head come come love come come love know said needed space pretty far away come come love come come love don’t say could ever love like love like say could ever treat better better know aching heart know battle scars like don’t say could ever love like love like 2 say seen signs meant read mind come come love come come love say could ever love like love like say could ever treat better better know aching heart know battle scars like say could ever love like love like postchorus love like love like bridge honest aint easy admit maybe every part wasn’t needed alternate know always love like love like know maybe could treat better better knows aching heart knows battle scars like know always love like love like love like love like
7uEcCGtM1FBBGIhPozhJjv,Daydream Believer,179613,"The Birds, The Bees, & The Monkees",The Monkees,2021-11-07T14:11:41.899Z,0.51,0.488,7,0.32681478447834533,0.0304,0.256,0.0,0.11,0.649,125.683,"

[Intro]
Chip: 7A
Davy: What number is this, Chip?
Other 3 Monkees: 7-A!
Davy: OK!, know what I mean, like don't get excited man. It's 'cos I'm short, I know

[Verse 1]
Oh, I could hide 'neath the wings
Of the bluebird as she sings
The six o'clock alarm would never ring
But it rings and I rise
Wipe the sleep out of my eyes
My shavin' razor's cold and it stings.

[Chorus]
Cheer up, sleepy Jean
Oh, what can it mean
To a daydream believer
And a homecoming queen

[Verse 2]
You once thought of me
As a white knight on his steed
Now you know how happy I can be
Oh, and our good times starts and end
Without dollar one to spend
But how much, baby, do we really need

[Chorus]
Cheer up, sleepy Jean
Oh, what can it mean
To a daydream believer
And a homecoming queen

[Chorus]
Cheer up, sleepy Jean
Oh, what can it mean
To a daydream believer
And a homecoming queen

[Instrumental interlude]

[Chorus]
Cheer up, sleepy Jean
Oh, what can it mean
To a daydream believer
And a homecoming queen

[Chorus (Repeat and fade)]
Cheer up, sleepy Jean
Oh, what can it mean
To a daydream believer
And a homecoming queen

",chip 7a davy number chip 3 monkees 7a davy ok know mean like get excited man cos short know 1 could hide neath wings bluebird sings six oclock alarm would never ring rings rise wipe sleep eyes shavin razors cold stings cheer sleepy jean mean daydream believer homecoming queen 2 thought white knight steed know happy good times starts end without dollar one spend much baby really need cheer sleepy jean mean daydream believer homecoming queen cheer sleepy jean mean daydream believer homecoming queen instrumental interlude cheer sleepy jean mean daydream believer homecoming queen repeat fade cheer sleepy jean mean daydream believer homecoming queen
6Qyc6fS4DsZjB2mRW9DsQs,Iris,289533,Dizzy up the Girl,The Goo Goo Dolls,2021-11-07T14:11:18.622Z,0.315,0.715,11,0.555339408211324,0.0362,0.00125,7.97e-06,0.0942,0.497,155.925,"

[Verse 1]
And I'd give up forever to touch you
'Cause I know that you feel me somehow
You're the closest to heaven that I'll ever be
And I don't wanna go home right now

[Verse 2]
And all I can taste is this moment
And all I can breathe is your life
And sooner or later, it's over
I just don't wanna miss you tonight

[Chorus]
And I don't want the world to see me
'Cause I don't think that they'd understand
When everything's made to be broken
I just want you to know who I am

[Verse 3]
And you can't fight the tears that ain't coming
Or the moment of truth in your lies
When everything feels like the movies
Yeah, you bleed just to know you're alive

[Chorus]
And I don't want the world to see me
'Cause I don't think that they'd understand
When everything's made to be broken
I just want you to know who I am

[Instrumental]

[Chorus]
And I don't want the world to see me
'Cause I don't think that they'd understand
When everything's made to be broken
I just want you to know who I am

[Chorus]
And I don't want the world to see me
'Cause I don't think that they'd understand
When everything's made to be broken
I just want you to know who I am

[Outro]
I just want you to know who I am
I just want you to know who I am
I just want you to know who I am

",id give forever touch cause know feel somehow closest heaven ill ever wanna go home right 2 taste moment breathe life sooner later wanna miss tonight want world see cause think theyd understand everythings made broken want know 3 cant fight tears aint coming moment truth lies everything feels like movies bleed know alive want world see cause think theyd understand everythings made broken want know instrumental want world see cause think theyd understand everythings made broken want know want world see cause think theyd understand everythings made broken want know want know want know want know
3hRV0jL3vUpRrcy398teAU,The Night We Met,208211,Strange Trails,Lord Huron,2021-11-07T14:10:51.827Z,0.544,0.369,2,0.4076993959250538,0.038,0.969,0.279,0.639,0.102,87.01,"(Ooh ooh ooh)
(Ooh ooh ooh)
(Ooh ooh ooh)
(Ooh ooh ooh)

I am not the only traveler
Who has not repaid his debt
I've been searching for a trail to follow again
Take me back to the night we met

And then I can tell myself
What the hell I'm supposed to do
And then I can tell myself
Not to ride along with you

I had all and then most of you
Some and now none of you
Take me back to the night we met
I don't know what I'm supposed to do
Haunted by the ghost of you
Oh, take me back to the night we met
When the night was full of terrors
And your eyes were filled with tears
When you had not touched me yet
Oh, take me back to the night we met

I had all and then most of you
Some and now none of you
Take me back to the night we met
I don't know what I'm supposed to do
Haunted by the ghost of you
Take me back to the night we met110EmbedShare URLCopyEmbedCopy",traveler repaid debt ive searching trail follow take back night met tell hell supposed tell ride along none take back night met know supposed haunted ghost take back night met night full terrors eyes filled tears touched yet take back night met none take back night met know supposed haunted ghost take back night met110embedshare urlcopyembedcopy
0sY6ZUTh4yoctD8VIXz339,champagne problems,244000,evermore,Taylor Swift,2021-11-07T14:10:33.552Z,0.462,0.24,0,0.14528514385174573,0.0377,0.92,0.0,0.113,0.32,171.319,"

[Verse 1]
You booked the night train for a reason
So you could sit there in this hurt
Bustling crowds or silent sleepers
You're not sure which is worse

[Chorus]
Because I dropped your hand while dancing
Left you out there standing
Crestfallen on the landing
Champagne problems
Your mom's ring in your pocket
My picture in your wallet
Your heart was glass, I dropped it
Champagne problems

[Verse 2]
You told your family for a reason
You couldn't keep it in
Your sister splashed out on the bottle
Now no one's celebrating

[Chorus]
Dom Pérignon, you brought it
No crowd of friends applauded
Your hometown skeptics called it
Champagne problems
You had a speech, you're speechless
Love slipped beyond your reaches
And I couldn't give a reason
Champagne problems

[Bridge]
Your Midas touch on the Chevy door
November flush and your flannel cure
""This dorm was once a madhouse""
I made a joke, ""Well, it's made for me""
How evergreen, our group of friends
Don't think we'll say that word again
And soon they'll have the nerve to deck the halls
That we once walked through
One for the money, two for the show
I never was ready so I watch you go
Sometimes you just don't know the answer
'Til someone's on their knees and asks you
""She would've made such a lovely bride
What a shame she's fucked in the head,"" they said
But you'll find the real thing instead
She'll patch up your tapestry that I shred

[Chorus]
And hold your hand while dancing
Never leave you standing
Crestfallen on the landing
With champagne problems
Your mom's ring in your pocket
Her picture in your wallet
You won't remember all my
Champagne problems

[Outro]
You won't remember all my
Champagne problems

",booked night train reason could sit hurt bustling crowds silent sleepers sure worse dropped hand dancing left standing crestfallen landing champagne problems moms ring pocket picture wallet heart glass dropped champagne problems 2 told family reason keep sister splashed bottle ones celebrating dom pérignon brought crowd friends applauded hometown skeptics called champagne problems speech speechless love slipped beyond reaches give reason champagne problems bridge midas touch chevy door november flush flannel cure dorm madhouse made joke well made evergreen group friends think well say word soon theyll nerve deck halls walked one money two show never ready watch go sometimes know answer til someones knees asks wouldve made lovely bride shame fucked head said find real thing instead shell patch tapestry shred hold hand dancing never leave standing crestfallen landing champagne problems moms ring pocket picture wallet remember champagne problems remember champagne problems
26xLnNhWzG9EKBVonH5y6X,The Other Side,245864,"Waking Up Is Hard To Do, 2019-2020",The Wldlfe,2021-11-07T14:10:17.425Z,0.457,0.48,9,0.5640421828606532,0.0424,0.00808,6.71e-06,0.0979,0.432,122.949,"Sunlight in bed
We're living underneath the covers
Mess with my head
I guess I’m just another lover

I don't wanna sit and talk about it up all night (All night)
'Cause I know the games you’re gonna play to try to change my mind (My mind)

Walk away and I won't ask you any questions
Still, on your lips, I can taste a bit of heaven
I guess it's true that sugar isn't sweeter, sweeter
Chase you down, I won't ever learn my lesson
You make me sick, but I can't seem to medicate it
I guess it's true that the grass ain't always greener, greener
On the other side
On the other side
On the other side

Hung by a thread
And now we’re flooding to the surface
I’m left on read
You always make me feel so nervous
I don't wanna sit and talk about it up all night (All night)
’Cause I know the games you're gonna play to try to change my mind (My mind)

Walk away and I won't ask you any questions
Still, on your lips, I can taste a bit of heaven
I guess it's true that sugar isn’t sweeter, sweeter
Chase you down, I won't ever learn my lesson
You make me sick, but I can't seem to medicate it
I guess it's true that the grass ain't always greener, greener
On the other side
On the other side
On the other side

I don't wanna sit and talk about it up all night (All night)
'Cause I know the games you're gonna play to try to change my mind (My mind)

Walk away and I won't ask you any questions
Still, on your lips, I can taste a bit of heaven
I guess it's true that sugar isn't sweeter, sweeter
Chase you down, I won't ever learn my lesson
You make me sick, but I can't seem to medicate it
I guess it's true that the grass ain't always greener, greener
On the other side
On the other side
On the other sideEmbedShare URLCopyEmbedCopy",sunlight bed living underneath covers mess head guess i’m another lover wanna sit talk night night cause know games you’re gonna play try change mind mind walk away ask questions still lips taste bit heaven guess true sugar sweeter sweeter chase ever learn lesson make sick cant seem medicate guess true grass aint always greener greener side side side hung thread we’re flooding surface i’m left read always make feel nervous wanna sit talk night night ’cause know games gonna play try change mind mind walk away ask questions still lips taste bit heaven guess true sugar isn’t sweeter sweeter chase ever learn lesson make sick cant seem medicate guess true grass aint always greener greener side side side wanna sit talk night night cause know games gonna play try change mind mind walk away ask questions still lips taste bit heaven guess true sugar sweeter sweeter chase ever learn lesson make sick cant seem medicate guess true grass aint always greener greener side side sideembedshare urlcopyembedcopy
1OZSVl0JJ1MBzibpuhmmXb,One Day Like This,394173,The Seldom Seen Kid,Elbow,2021-11-07T14:09:48.612Z,0.425,0.651,10,0.7540698269683629,0.0287,0.105,0.0,0.138,0.366,159.363,"Drinking in the morning sun
Blinking in the morning sun
Shaking off the heavy one
Heavy like a loaded gun
What made me behave that way?
Using words I never say
I can only think it must be love
Oh, anyway, it's looking like a beautiful day
Someone tell me how I feel
It's silly wrong but vivid right
Oh, kiss me like the final meal
Yeah, kiss me like we die tonight

Cause holy cow, I love your eyes
And only now I see the light
Yeah, lying with you half awake
Oh, anyway, it's looking like a beautiful day

When my face is chamois-creased
If you think I wink, I did
Laugh politely at repeats
Yeah, kiss me when my lips are thin

Cause holy cow, I love your eyes
And only now I see the light
Yeah, lying with me half awake
Stumbling over what to say
Oh, anyway, it's looking like a beautiful day

Throw those curtains wide!
One day like this a year would see me right
Throw those curtains wide!
One day like this a year would see me right
Throw those curtains wide!
One day like this a year would see me right
Throw those curtains wide!
One day like this a year would see me right
Throw those curtains wide!
One day like this a year would see me right
Throw those curtains wide!
One day like this a year would see me right
Throw those curtains wide!
One day like this a year would see me right
Throw those curtains wide!
One day like this a year would see me right
Throw those curtains wide!
One day like this a year would see me right
Throw those curtains wide!
One day like this a year would see me right
Throw those curtains wide!
One day like this a year would see me right
Throw those curtains wide!
One day like this a year would see me right",drinking morning sun blinking morning sun shaking heavy one heavy like loaded gun made behave way using words never say think must love anyway looking like beautiful day someone tell feel silly wrong vivid right kiss like final meal kiss like die tonight cause holy cow love eyes see light lying half awake anyway looking like beautiful day face chamoiscreased think wink laugh politely repeats kiss lips thin cause holy cow love eyes see light lying half awake stumbling say anyway looking like beautiful day throw curtains wide one day like year would see right throw curtains wide one day like year would see right throw curtains wide one day like year would see right throw curtains wide one day like year would see right throw curtains wide one day like year would see right throw curtains wide one day like year would see right throw curtains wide one day like year would see right throw curtains wide one day like year would see right throw curtains wide one day like year would see right throw curtains wide one day like year would see right throw curtains wide one day like year would see right throw curtains wide one day like year would see right
1OZSVl0JJ1MBzibpuhmmXb,One Day Like This,394173,The Seldom Seen Kid,Elbow,2021-11-07T14:09:31.878Z,0.425,0.651,10,0.7540698269683629,0.0287,0.105,0.0,0.138,0.366,159.363,"Drinking in the morning sun
Blinking in the morning sun
Shaking off the heavy one
Heavy like a loaded gun
What made me behave that way?
Using words I never say
I can only think it must be love
Oh, anyway, it's looking like a beautiful day
Someone tell me how I feel
It's silly wrong but vivid right
Oh, kiss me like the final meal
Yeah, kiss me like we die tonight
Cause holy cow, I love your eyes
And only now I see the light
Yeah, lying with you half awake
Oh, anyway, it's looking like a beautiful day
When my face is chamois-creased
If you think I wink, I did
Laugh politely at repeats
Yeah, kiss me when my lips are thin
Cause holy cow, I love your eyes
And only now I see the light
Yeah, lying with me half awake
Stumbling over what to say
Oh, anyway, it's looking like a beautiful day

Throw those curtains wide!
One day like this a year would see me right
Throw those curtains wide!
One day like this a year would see me right
Throw those curtains wide!
One day like this a year would see me right
Throw those curtains wide!
One day like this a year would see me right
Throw those curtains wide!
One day like this a year would see me right
Throw those curtains wide!
One day like this a year would see me right
Throw those curtains wide!
One day like this a year would see me right
Throw those curtains wide!
One day like this a year would see me right
Throw those curtains wide!
One day like this a year would see me right
Throw those curtains wide!
One day like this a year would see me right
Throw those curtains wide!
One day like this a year would see me right
Throw those curtains wide!
One day like this a year would see me right4EmbedShare URLCopyEmbedCopy",drinking morning sun blinking morning sun shaking heavy one heavy like loaded gun made behave way using words never say think must love anyway looking like beautiful day someone tell feel silly wrong vivid right kiss like final meal kiss like die tonight cause holy cow love eyes see light lying half awake anyway looking like beautiful day face chamoiscreased think wink laugh politely repeats kiss lips thin cause holy cow love eyes see light lying half awake stumbling say anyway looking like beautiful day throw curtains wide one day like year would see right throw curtains wide one day like year would see right throw curtains wide one day like year would see right throw curtains wide one day like year would see right throw curtains wide one day like year would see right throw curtains wide one day like year would see right throw curtains wide one day like year would see right throw curtains wide one day like year would see right throw curtains wide one day like year would see right throw curtains wide one day like year would see right throw curtains wide one day like year would see right throw curtains wide one day like year would see right4embedshare urlcopyembedcopy
6wtAYn7uBhJMXTf2hnhtl9,Free If We Want It,232736,Moral Panic,Nothing But Thieves,2021-11-07T14:09:17.103Z,0.572,0.564,0,0.6016176922289341,0.0327,0.00554,0.00748,0.0887,0.0901,118.004,"I walk beside, I walk beside myself
To see what's left of you and me
And what it means
Sometimes we're lost
Get caught up in senseless things for nothing at all
So don't let it in

We can be free if we want it
Or we can stay in this lane all alone
Just say the word and I'm on it
The past is receding so we can move on

I didn't decide
I love you despite myself
You pulled me out of who I'd been, know what I mean?
I'm not a saint
I've got no faith to lose, only to gain
At least I can dream

We can be free if we want it
Or we can stay in this lane all alone
Just say the word and I'm on it
The past is receding so we can move on
We can be free if we want it
Yeah, we can be free if we want it
Yeah, we can be free if we want it
(Don't look back, keep going, don't look back)
Yeah, we can be free if we want it
(Don't look back, keep going, don't look back)

I walk beside, I walk beside myself
To see what's left of you and me
And what it means
If it goes wrong
(Don't look back)
I'll reassure myself, I knew all along
(Don't look back)
At least it was real, it was real
Aah

We can be free if we want it
(Don't look back, keep going, don't look back)
Yeah, we can be free if we want it
(Don't look back, keep going, don't look back)
Yeah, we can be free if we want it
(Don't look back, keep going, don't look back)
Yeah, we can be free if we want it
(Don't look back, keep going)
(Don't look back, keep going)1EmbedShare URLCopyEmbedCopy",walk beside walk beside see whats left means sometimes lost get caught senseless things nothing let free want stay lane alone say word past receding move decide love despite pulled id know mean saint ive faith lose gain least dream free want stay lane alone say word past receding move free want free want free want look back keep going look back free want look back keep going look back walk beside walk beside see whats left means goes wrong look back ill reassure knew along look back least real real aah free want look back keep going look back free want look back keep going look back free want look back keep going look back free want look back keep going look back keep going1embedshare urlcopyembedcopy
